twi_query,cleaned_query,intent,twi_response,english_translation,source
"Sɛ me ba no nsuo asa na n'anofafa awo, ɛyɛ emeregncy ampa?",sɛ me ba no nsuo asa na nanofafa awo ɛyɛ emeregncy ampa,emergency_query,"AANE, EYI NE EMERGENCY! Anofafa a awo kyerɛ sɛ abofra no ho nsuo asa koraa afiri ayamtuo mu. Ma no ORS na kɔ clinic seesei.","If my child is dehydrated and their mouth is dry, is it an emergency? YES, THIS IS AN EMERGENCY! A dry mouth means the child is severely dehydrated from diarrhea. Give ORS and go to the clinic right now.",WHO Ghana
"Me kunu anya cholera mu den na ɔrente asɛm yie, dɛn mɛyɛ paa?",me kunu anya cholera mu den na ɔrente asɛm yie dɛn mɛyɛ paa,emergency_query,Ma no ORS nsuo na kɔ ayaresabea a ɛbɛn wo ntɛm ara! Eyi yɛ emergency paa!,Give him ORS and run to the nearest hospital immediately! This is a major emergency!,WHO Ghana
Mema wo aha nua chatbot anaa enye saa?,mema wo aha nua chatbot anaa enye saa,general_greeting,Akwaaba! Metumi aboa wo wɔ cholera yareɛ ho nsɛm biara. Bisa biribi!,Welcome! I can help you with any questions about cholera. Ask anything!,Ghana NLP
"Mede akwantu bɛkɔ mmeaɛ a cholera erba, dɛn na ɛsɛ sɛ meyɛ ansa?",mede akwantu bɛkɔ mmeaɛ a cholera erba dɛn na ɛsɛ sɛ meyɛ ansa,travel_query,"Ansa na wokɔ, sua faako a cholera reba no ho asɛm, fa chlorine tablets anaa aduro a ɛboa, na hyɛ wo ho da sɛ wobɛnom nsuo pa nko ara wɔ hɔ.","Before traveling, learn about the current outbreak situation, carry chlorine tablets or similar supplies, and commit to drinking only safe water while there.",WHO Ghana
Noa adaune hyere bo wo ho ban afiri cholera ho,noa adaune hyere bo wo ho ban afiri cholera ho,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Yaa nua, wo ho te sen?",yaa nua wo ho te sen,general_greeting,"Me ho yɛ, akwaaba! Me ne Cholera Twi Chatbot. Metumi abua wo cholera ho nsɛmmisa biara.","Hello brother/sister, how are you? I am fine, welcome! I am the Cholera Twi Chatbot. I can answer any cholera questions.",Ghana NLP
Dɛn na yɛbɛyɛ na yɛanya cholera paa?,dɛn na yɛbɛyɛ na yɛanya cholera paa,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Sɛ yɛtɔ nfura wɔ kwan ho a chloera bɛba?,sɛ yɛtɔ nfura wɔ kwan ho a chloera bɛba,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Cholera bacteria fa kwan bɛn so de ba obi ho anaa?,cholera bacteria fa kwan bɛn so de ba obi ho anaa,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Chatbot, wo tumi boa me wɔ adesua ho?",chatbot wo tumi boa me wɔ adesua ho,general_greeting,Akwaaba! Metumi aboa wo wɔ cholera yareɛ ho nsɛm biara. Bisa biribi!,Welcome! I can help you with any questions about cholera. Ask anything!,Ghana NLP
"Me ho nsuo asa na meyam rekyere me, den aduru na ewo ho ampa?",me ho nsuo asa na meyam rekyere me den aduru na ewo ho ampa,treatment_query,"Nom ORS nsuo ntɛm ara. Sɛ wo nni bi a, yɛ fie ORS (asikre ne nkyene nsuo) na nom na woanya ahoɔden ansa na woakɔ clinic.","My fluids are gone and my stomach is cramping, what medicine is there? Drink ORS water immediately. If you don't have any, make home-made ORS (sugar and salt water) and drink to gain strength before going to the clinic.",Ghana Ministry of Health
Nsuo firi akura mu betumi de cholera ba ampa?,nsuo firi akura mu betumi de cholera ba ampa,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Sɛ ayamtuo ne afeɛ ba wɔ dɔ koro mu a, ɛyɛ cholear?",sɛ ayamtuo ne afeɛ ba wɔ dɔ koro mu a ɛyɛ cholear,symptoms_query,Ayamtuo ne afeɛ kɛseɛ a ɛnto mpa na ɛkyerɛ sɛ obi betumi anya cholera yareɛ no. Wo ho nsuo bɛtumi asa ntɛm ara.,"Severe watery diarrhea and uncontrollable vomiting are signs of cholera, which can cause rapid dehydration.",CDC Ghana
Ɛdeɛn na obi nya cholrea afiri wo nim?,ɛdeɛn na obi nya cholrea afiri wo nim,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Sɛ me kɔ oman a wɔwɔ cholrea hɔ a, dɛn na mɛyɛ ɛnte saa?",sɛ me kɔ oman a wɔwɔ cholrea hɔ a dɛn na mɛyɛ ɛnte saa,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Me ho nsuo asa koraa, den na ekyere?",me ho nsuo asa koraa den na ekyere,symptoms_query,"Sɛ wo ho nsuo asa a, wobɛhu sɛ wo nsa ne wo nan ho nwoma repipiri (loss of skin elasticity), wo nsa bekyere wo, na woani bɛpɔn. Kɔ ayaresabea!","My fluids are completely gone, what does it mean? If you are severely dehydrated, you will notice your skin wrinkling (loss of skin elasticity), muscle cramps, and sunken eyes. Go to the hospital!",WHO Ghana
"Yaa nua, wo ho te sɛn?",yaa nua wo ho te sɛn,general_greeting,"Me ho yɛ, akwaaba! Me ne Cholera Twi Chatbot. Metumi abua wo cholera ho nsɛmmisa biara.","Hello brother/sister, how are you? I am fine, welcome! I am the Cholera Twi Chatbot. I can answer any cholera questions.",Ghana NLP
Den de cholera de ba Ghana wo nim?,den de cholera de ba ghana wo nim,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Ebetumi aye cholera mu den na IV fluids hia anaa ɛnyɛ saa?,ebetumi aye cholera mu den na iv fluids hia anaa ɛnyɛ saa,emergency_query,Ma no ORS nsuo na kɔ ayaresabea a ɛbɛn wo ntɛm ara! Eyi yɛ emergency paa!,Give him ORS and run to the nearest hospital immediately! This is a major emergency!,WHO Ghana
"Yarefoo no n'ani apon na orente nsem yie, den na meye?",yarefoo no nani apon na orente nsem yie den na meye,emergency_query,"EYI NE EMERGENCY! Ma no ORS nsuo sɛ obetumi anom, na fa no kɔ ayaresabea ntɛm ara na wɔakɔma no nsuo wɔ ne ntin (IV fluids).","THIS IS AN EMERGENCY! Give ORS if conscious, and take them to the hospital immediately for IV fluids.",CDC
Sen na yede samina bo yen ho ban ente saa?,sen na yede samina bo yen ho ban ente saa,prevention_query,"Samina ne nsuo pa de hohoro nsa firii asuogya, ansa na yɛadi aduane anaa yɛayɛ aduane, ɛkum cholera mmoawa no.",Washing hands with soap and running water after the toilet and before preparing/eating food kills the cholera bacteria.,WHO
"Se mepae pure wtaer sachet na me nsa ho fi a, asiane wom?",se mepae pure wtaer sachet na me nsa ho fi a asiane wom,prevention_query,"Aane, wo nsa a ho fi no betumi de mmoawa agu sachet no ano na woanom de cholera awura wo ho. Hohoro wo nsa ansa.","If I open a sachet of pure water and my hands are dirty, is there danger? Yes, your dirty hands can transfer bacteria to the tip of the sachet and you will drink it, introducing cholera into your body. Wash your hands first.",Ghana Ministry of Health
"Chatbot, wo yɛ dawuma pa ara wɔ Ghana!",chatbot wo yɛ dawuma pa ara wɔ ghana,general_greeting,Akwaaba! Metumi aboa wo wɔ cholera yareɛ ho nsɛm biara. Bisa biribi!,Welcome! I can help you with any questions about cholera. Ask anything!,Ghana NLP
"Sɛ kɔkɔɔ a yɛde nom no ho nni tew a, ɛyɛ saiane ɛnte saa?",sɛ kɔkɔɔ a yɛde nom no ho nni tew a ɛyɛ saiane ɛnte saa,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
Cholera mmoawa firi he anaa ɛnyɛ saa?,cholera mmoawa firi he anaa ɛnyɛ saa,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Asikre dodo bɛn na yɛde yɛ fie ORS anaa ɛnyɛ saa?,asikre dodo bɛn na yɛde yɛ fie ors anaa ɛnyɛ saa,treatment_query,Fa asikre nsa-mmerɛ nsia (6 teaspoons) ne nkyene nsa-mmerɛ fa (1/2 teaspoon) fra nsuo pa lita baako mu.,How much sugar do we use to make home-made ORS? Use 6 teaspoons of sugar and 1/2 teaspoon of salt mixed into 1 liter of clean water.,CDC Ghana
"Sɛ obi hoohro nsa ne nsuo a cholera mmoawa wɔ mu a, ɛyɛ asiane ɛnte saa?",sɛ obi hoohro nsa ne nsuo a cholera mmoawa wɔ mu a ɛyɛ asiane ɛnte saa,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Me kunu no renttee na ɔnte asɛm yie firi cholera nti, ɛyɛ emergency wo nim?",me kunu no renttee na ɔnte asɛm yie firi cholera nti ɛyɛ emergency wo nim,emergency_query,"EYI NE EMERGENCY! Ma no ORS nsuo sɛ obetumi anom, na fa no kɔ ayaresabea ntɛm ara na wɔakɔma no nsuo wɔ ne ntin (IV fluids).","THIS IS AN EMERGENCY! Give ORS if conscious, and take them to the hospital immediately for IV fluids.",CDC
Mɛde dɛn bɔ me mma ho ban afiri hcolera ho anaa?,mɛde dɛn bɔ me mma ho ban afiri hcolera ho anaa,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
"Nsuo a yɛnua mu de nom tea, ɛboa ɛnte saa?",nsuo a yɛnua mu de nom tea ɛboa ɛnte saa,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Sɛ obi rente asɛm yie firi cholera nti, fa no kɔ clinic ntɛm",sɛ obi rente asɛm yie firi cholera nti fa no kɔ clinic ntɛm,emergency_query,Ma no ORS nsuo na kɔ ayaresabea a ɛbɛn wo ntɛm ara! Eyi yɛ emergency paa!,Give him ORS and run to the nearest hospital immediately! This is a major emergency!,WHO Ghana
Cholera tumi ma me ani gye huro paa?,cholera tumi ma me ani gye huro paa,symptoms_query,Ayamtuo ne afeɛ kɛseɛ a ɛnto mpa na ɛkyerɛ sɛ obi betumi anya cholera yareɛ no. Wo ho nsuo bɛtumi asa ntɛm ara.,"Severe watery diarrhea and uncontrollable vomiting are signs of cholera, which can cause rapid dehydration.",CDC Ghana
"Sɛ me nyan ORS no na meba no anom amonom a, mɛyɛ dɛn paa?",sɛ me nyan ors no na meba no anom amonom a mɛyɛ dɛn paa,treatment_query,"Ma no n nketewa nketee ara daa. Sɛ ɔfe na anom bio a, twɛn simma du na fi ase ma no bio nkakrakakra.","If I mix the ORS and my child vomits it, what should I do? Give it in small sips frequently. If they vomit again, wait ten minutes and start giving it again slowly.",WHO Ghana
Den na metumi aye na efi anto me fie mu?,den na metumi aye na efi anto me fie mu,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Sɛ obi anya cholera na n'ani apɔn a, mɛkɔ clinic bɛn?",sɛ obi anya cholera na nani apɔn a mɛkɔ clinic bɛn,emergency_query,"EYI NE EMERGENCY! Ma no ORS nsuo sɛ obetumi anom, na fa no kɔ ayaresabea ntɛm ara na wɔakɔma no nsuo wɔ ne ntin (IV fluids).","THIS IS AN EMERGENCY! Give ORS if conscious, and take them to the hospital immediately for IV fluids.",CDC
"Se mereko akwantu na cholera reba faako a mereko, ese se mesiane akwantu no anaa paa?",se mereko akwantu na cholera reba faako a mereko ese se mesiane akwantu no anaa paa,travel_query,"Sɛ ɛho hia paa sɛ wokɔ a, hwɛ yiye fa nsuo ne aduane a wobɛdi ho, na di mmara a wɔde bɛma wo so; sɛ ɛnho nhia koraa a, twɛn kosi sɛ asɛm no bɛtɔ so.","If travel is essential, take great care with your water and food choices and follow any guidance given; if not essential, consider waiting until the situation improves.",Ghana Ministry of Health
Cholera firi obi bin mu fa nsuo mu aba,cholera firi obi bin mu fa nsuo mu aba,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Se me ko adidi baabi a nsuo no ho nni tew, eye asiane?",se me ko adidi baabi a nsuo no ho nni tew eye asiane,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Sɛ mepɛ sɛ midi salad a wɔayɛ no abɔntene a, ɛho yɛ hu anaa ɛnte saa?",sɛ mepɛ sɛ midi salad a wɔayɛ no abɔntene a ɛho yɛ hu anaa ɛnte saa,food_safety_market_query,"Aane, salad a wɔamfa nsuo pa anhohoro nnuane a ɛwɔ mu no yɛ hu, efisɛ ebia wɔde nsuo a efi wɔ mu na ɛhohoro no.","Yes, salads prepared with produce not washed in clean water carry risk, since contaminated water may have been used to rinse the ingredients.",CDC
"Se obi anya cholera na ote mmere paa so a, ewo se me ye den wo nim?",se obi anya cholera na ote mmere paa so a ewo se me ye den wo nim,emergency_query,Ma no ORS nsuo na kɔ ayaresabea a ɛbɛn wo ntɛm ara! Eyi yɛ emergency paa!,Give him ORS and run to the nearest hospital immediately! This is a major emergency!,WHO Ghana
ORS nsuo mede ama me nana nnom wo fie wo nim?,ors nsuo mede ama me nana nnom wo fie wo nim,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
"Ayamtuo a ete se nsuben ne afee pii, eye cholera paa?",ayamtuo a ete se nsuben ne afee pii eye cholera paa,symptoms_query,"Aane, ayamtuo kɛseɛ a ɛte sɛ nsubɛn (rice-water stools) ne afeɛ a ɛnto mpa yɛ cholera nsenkyerɛne titiriw. Kɔ clinic ntɛm.","Is watery diarrhea and plenty of vomiting cholera? Yes, severe watery diarrhea (rice-water stools) and frequent vomiting are primary symptoms of cholera. Go to the clinic quickly.",WHO Ghana
Chloera firi efi mu bra nsuo mu ɛnte saa?,chloera firi efi mu bra nsuo mu ɛnte saa,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
"Sɛ obi anya cholera na n'nai apɔn a, mɛkɔ clinic bɛn anaa ɛnyɛ saa?",sɛ obi anya cholera na nnai apɔn a mɛkɔ clinic bɛn anaa ɛnyɛ saa,emergency_query,"EYI NE EMERGENCY! Ma no ORS nsuo sɛ obetumi anom, na fa no kɔ ayaresabea ntɛm ara na wɔakɔma no nsuo wɔ ne ntin (IV fluids).","THIS IS AN EMERGENCY! Give ORS if conscious, and take them to the hospital immediately for IV fluids.",CDC
Mmofra betumi anya cholera sɛ wɔwɔ ayamtuo a paa?,mmofra betumi anya cholera sɛ wɔwɔ ayamtuo a paa,symptoms_query,Ayamtuo ne afeɛ kɛseɛ a ɛnto mpa na ɛkyerɛ sɛ obi betumi anya cholera yareɛ no. Wo ho nsuo bɛtumi asa ntɛm ara.,"Severe watery diarrhea and uncontrollable vomiting are signs of cholera, which can cause rapid dehydration.",CDC Ghana
Fa cholera ho nsem kyree me,fa cholera ho nsem kyree me,general_greeting,Akwaaba! Metumi aboa wo wɔ cholera yareɛ ho nsɛm biara. Bisa biribi!,Welcome! I can help you with any questions about cholera. Ask anything!,WHO Ghana
Sɛn na metumi ayɛ ORS wɔ me fie ɛnte saa?,sɛn na metumi ayɛ ors wɔ me fie ɛnte saa,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
"Afeɛ no ano yɛ den paa, dɛn ne emergency dwumadie ampa?",afeɛ no ano yɛ den paa dɛn ne emergency dwumadie ampa,emergency_query,"EYI NE EMERGENCY! Sɛ afeɛ no mpa a, mma no nsuo pii wɔ ne ntin (IV fluids) wɔ clinic ntɛm ara na wankɔtɔ mmetegwee.","The vomiting is very severe, what is the emergency action? THIS IS AN EMERGENCY! If the vomiting doesn't stop, let them give him plenty of intravenous fluids (IV fluids) at the clinic immediately so he doesn't collapse.",WHO Ghana
"Fie ORS nsuo no, metumi de nsuo a yenua mu aye wo nim?",fie ors nsuo no metumi de nsuo a yenua mu aye wo nim,treatment_query,"Aane, nsuo a woanoa mu yie na ɛyɛ nwunu yɛ safe paa a wobetumi de ayɛ fie ORS nsuo no.","The home-made ORS water, can I use water that has been boiled to make it? Yes, water that you have boiled thoroughly and allowed to cool is very safe to use for making home-made ORS water.",CDC Ghana
Asikre ne nkeyne nsuo yɛ ORS?,asikre ne nkeyne nsuo yɛ ors,treatment_query,"Aane, sɛ wo nni ORS paket a, wo betumi ayɛ fie ORS nam asikre kɛse ne nkyene ketewa a wobɛfra nsuo pa baako lita mu.","Yes, if you don't have an ORS packet, you can make Home-made ORS by mixing sugar and salt in 1 liter of clean water.",CDC
Bottled water ye pa ara ma yenom wo cholera bere mu?,bottled water ye pa ara ma yenom wo cholera bere mu,water_treatment_methods_query,"Aane, bottled water a ɛyɛ pa (a wɔasɔ ano yiye) yɛ ɔkwan pa foforo, sɛ wubetumi de sika atɔ, sɛ boiled water anaa treated water.","Yes, properly sealed bottled water is a good safe alternative if affordable, equivalent to boiled or treated water.",Ghana Health Service
